user_id,user_name,user_review_count,average_stars,user_elite_count,user_fans,business_id,biz_name,biz_stars,categories,biz_attributes_clean,stars_review,text,date
VllshpEAU55i0hOk7PybNQ,Bill,338,3.52,3,11,Xq-8-I0U8Artr7d70SjX-g,30th Street Station,4.0,"Public Transportation, Transportation, Train Stations, Public Services & Government, Hotels & Travel","ByAppointmentOnly: False, WiFi: u'free'",5.0,"If you want to feel like you are in one of those classic movies, you know, all of the ones Ted Turner screwed up by colorizing them, stop here. This station is a time machine with modern amenities. Architecture, efficiency, décor, ambiance .. it's all packaged up in one wonderful location.",2013-12-29 20:30:54
3YSm003GKfE_li_Sc5h9Nw,Robin,397,4.0,0,13,Q-prSTdggNlxAEFV88BZOw,Tria Cafe Wash West,4.5,"Beer, Wine & Spirits, Wine Bars, Modern European, American (New), Cheese Shops, Specialty Food, Food, Restaurants, Bars, Nightlife","Caters: False, WiFi: u'free', BusinessAcceptsCreditCards: True, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, RestaurantsAttire: 'casual', OutdoorSeating: True, BikeParking: True, Alcohol: 'beer_and_wine', GoodForKids: False, RestaurantsPriceRange2: 2, NoiseLevel: u'average', BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, GoodForDancing: False, HasTV: False, WheelchairAccessible: False, Ambience: {'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}, DogsAllowed: True, RestaurantsGoodForGroups: True, GoodForMeal: {'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}, ByAppointmentOnly: False, HappyHour: False, BusinessAcceptsBitcoin: False, CoatCheck: True, Smoking: u'no', RestaurantsTakeOut: True, Music: {'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}, RestaurantsReservations: True, RestaurantsDelivery: True, RestaurantsTableService: True",4.0,Tria was a fun place for a bottle of wine and some cheese.  I would definitely recommend it as a relaxing place to unwind with friends after a work day.,2009-05-21 14:01:13
AW2cimP0kAlKiNs4iEwa7A,Ed,125,4.2,3,11,Dv6RfXLYe1atjgz3Xf4GGw,HipCityVeg,4.0,"Burgers, Vegetarian, Restaurants, Vegan","RestaurantsAttire: u'casual', NoiseLevel: u'average', BusinessAcceptsCreditCards: True, RestaurantsTakeOut: True, RestaurantsGoodForGroups: False, Alcohol: u'none', GoodForKids: True, RestaurantsPriceRange2: 2, RestaurantsDelivery: True, WiFi: u'no', BikeParking: True, RestaurantsReservations: False, HappyHour: False, Ambience: {'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, RestaurantsTableService: False, HasTV: True, DogsAllowed: False, GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}, Caters: True, OutdoorSeating: True",4.0,"I have been here a few times now and have never been disappointed. Everything is pretty delicious. The $5 milkshakes are freaking amazing. I will say that it's a little on the pricey side for what it is, but the food is tasty and the atmosphere is nice. I will definitely be back!",2013-02-22 14:31:58
yXS3NQ9r2eb-uvPhdvfOWQ,Natasha,120,3.94,4,5,iuv_kT2zc_-4KFdUPFd9Xg,Michaels,2.0,"Hobby Shops, Arts & Crafts, Home Decor, Shopping, Knitting Supplies, Art Supplies, Home & Garden","RestaurantsPriceRange2: 2, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, BikeParking: True, BusinessAcceptsCreditCards: True",4.0,They accept digital coupons!!! I love that everyone is always super helpful in person and on the phone. I was having trouble finding a few items for my project at home and was in need of pure Beeswax and i could not find it anywhere in Tucson and Michael's had it. Not only that but i had a 40% off coupon and was going to do 2 separate transactions to use the 40% off my most expensive item and they will automatically do this! AMAZING! I love this store and could definitely get lost in it - there are so many different craft ideas and items you wouldn't think of for gift ideas. The store is very clean and organized and staff is friendly and helpful. They also offer craft classes- definitely gonna look into that!,2014-06-28 04:21:24
PJBF-bqE7Qa35LsV1unUmA,Shelley,276,4.59,0,11,SwBhaxfQPbyhsi0QHUAN0A,Seminole Hard Rock Hotel & Casino Tampa,2.5,"Food, Hotels, Coffee & Tea, Hotels & Travel, Restaurants, Casinos, Burgers, Bars, Nightlife, Arts & Entertainment, Event Planning & Services","BusinessAcceptsCreditCards: True, RestaurantsTakeOut: False, RestaurantsGoodForGroups: True, OutdoorSeating: False, HasTV: True, RestaurantsAttire: u'casual', Alcohol: u'full_bar', RestaurantsDelivery: False, Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, GoodForKids: False, Caters: True, RestaurantsReservations: True, BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, NoiseLevel: u'loud', RestaurantsPriceRange2: 2, WiFi: 'free', BikeParking: True, GoodForDancing: True, CoatCheck: False, BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}, RestaurantsTableService: True, Music: {'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}, GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, DogsAllowed: True, ByAppointmentOnly: False, HappyHour: True, Smoking: u'yes', DriveThru: False",1.0,Changing this to a 1 after I just had to pay $10 to park. Seriously?   Not like they aren't making any money on anything else in there.....,2016-08-04 01:44:04
55SuBikniNRwz4qdF7vLUQ,Anne,94,4.04,0,5,gOtY7zJ1rIu6UIHXEvh5sA,Southern Candymakers,4.5,"Specialty Food, Food, Chocolatiers & Shops, Desserts, Shopping, Gift Shops, Candy Stores, Flowers & Gifts","RestaurantsPriceRange2: 2, Alcohol: 'none', BusinessAcceptsCreditCards: True, RestaurantsTakeOut: True, ByAppointmentOnly: False, BikeParking: True, RestaurantsDelivery: True, BusinessParking: {u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}, WheelchairAccessible: False, NoiseLevel: u'average'",5.0,Amazing pralines! Lots of interesting candy products and very friendly staff. Loved it!,2011-09-26 00:08:59
eTvp_hYnsrI5-ow_sQ31_g,Patt,1028,4.05,12,145,gABEjWGwhojrub_tXqE2uw,Global Quesadilla Company,3.5,"American (New), Restaurants","OutdoorSeating: False, RestaurantsGoodForGroups: True, RestaurantsReservations: False, WiFi: u'no', Alcohol: u'none', GoodForKids: True, BusinessAcceptsCreditCards: True, RestaurantsPriceRange2: 1, RestaurantsAttire: u'casual', BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, NoiseLevel: u'average', Caters: True, HasTV: True, Ambience: {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, RestaurantsTakeOut: True, RestaurantsDelivery: True, GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, BikeParking: True",3.0,"One of my sons loves this place, so I get to sample the wares.

Overall, I would say the quesadillas are much more quesadilla and much less filling. I prefer more filling, yet it's all still tasty.

The size of these quesadillas is monumental! I'd say one could serve at least two people!

I've sampled:

The St. Louis ($7.49) -- Parmesan tomato sauce, pepperoni, Italian sausage, provel and Mozzarella cheeses on a tomato-basil tortilla.

The Texas ($7.49) -- Home-made smoky sweet barbeque sauce, red onions, grilled chicken, thick-cut bacon, cheddar and monterey jack cheeses on a flour tortilla.

The Italian ($7.49) --  Parmesan tomato sauce, red onions, red and green peppers, provel and Mozzarella cheeses on a tomato-basil tortilla.

The Parma ($7.49) -- Parmesan tomato sauce, grilled chicken, provel and Mozzarella cheeses on a flour tortilla.

The Bleachers 'Chos ($6.99) are really the king! Yea, I know, it's just nachos. But the four-cheese queso is stupendously fabulous, and I could drink it by the gallon!

Also, as others have said: after 8 p.m., everything's $5.",2011-02-13 18:37:01
UMMt4n-TXTuNHG4PbjYEgw,Eddie,264,4.3,11,21,JJNCJWaH2KV44r9aeEBlqA,Indiana City Brewing,4.0,"Breweries, Beer, Wine & Spirits, Food","BusinessAcceptsCreditCards: True, BikeParking: True, BusinessAcceptsBitcoin: False, NoiseLevel: u'average', Caters: False, ByAppointmentOnly: False, GoodForKids: False, HappyHour: False, DogsAllowed: True, RestaurantsDelivery: False, WheelchairAccessible: True, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, RestaurantsTakeOut: True, RestaurantsPriceRange2: 2",4.0,"Good times and great crowds at Grand Opening over Memorial Day weekend.  Another good addition to the local craft beer scene.  Current beer selections include a wheat, stout, IPA, and seasonal IPA.  And the beers are slightly stronger, ranging from 6.0 to 7.3% ABV.

The ambiance of the taproom is very nice, with wooden interior and large garage doors to give it an airy feel.  There is also a good view on the inside of the fermenters in which the beers are brewed.  One other note on the taproom are the artwork.  The artwork are some of the same as the ones shown on First Fridays.  Think the aim is to use the space to display works from local artists.

I only tried the stout during my visit during Grand Opening, and it had a good flavor w/ coffee undertones.  Hope to make it back to try out the other brews, as well as finding out about new styles that might be coming out.",2013-05-29 02:21:34
dLeQWcavoGKfof59f3Y6uQ,April,360,3.93,10,19,Mha77MN_BYGB-w7DONZ5YA,Cuenelli's Peruvian Restaurant,4.0,"Peruvian, Restaurants, Latin American","RestaurantsAttire: u'casual', BusinessAcceptsCreditCards: True, RestaurantsReservations: False, RestaurantsPriceRange2: 1, Alcohol: u'none', BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, GoodForKids: True, RestaurantsTakeOut: True, RestaurantsGoodForGroups: True, OutdoorSeating: False, Caters: True, Ambience: {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, NoiseLevel: u'average', HasTV: True, BikeParking: True, WiFi: 'no', RestaurantsDelivery: True, GoodForMeal: {'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",5.0,"Went here with a couple co-workers for lunch and they were really good. The place is a bit small inside, so you feel a little cramped inside. However, the service is quick. They were busy when we arrived around 12:30 (so right at lunch) and they still kept everything moving in a very quick pace. Plus the amount of food you get is pretty decent, and they are pretty inexpensive. Will be back for sure.",2017-03-27 14:00:50
vDACtEdgJP3mS-U0_NA0Pw,Katherine,603,4.2,11,45,33JlrWf0kmHd2VzW58Wp0g,Blondie's Coffee and Wine Bar,4.0,"Bars, Coffee & Tea, Food, Nightlife, Wine Bars, American (New), Restaurants, Breakfast & Brunch","OutdoorSeating: True, BikeParking: True, RestaurantsReservations: True, NoiseLevel: u'average', RestaurantsGoodForGroups: True, GoodForKids: True, BusinessAcceptsCreditCards: True, HasTV: True, Alcohol: u'full_bar', WiFi: u'free', RestaurantsTakeOut: True, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}, RestaurantsAttire: u'casual', Caters: True, RestaurantsPriceRange2: 2, Ambience: {'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}, RestaurantsDelivery: True",5.0,"I had a little Happy Hour dinner here with my girls after work. Great location, right down the street from Rosalita's. I arrived early and got a table for the four of us. Our waitress was awesome, very welcoming and knowledgeable. I started off with the red pepper and gouda soup- just as wonderful as it sounds. Plenty of substance, not overly cheesy - very filling for a soup. Everyone else got one of the signature martini's. Everyone loved them, except two people with the same martini complained their drinks were dissimilar, and the waitress and bartender quickly corrected it, no problem. They have small plates there, which aren't my thing, but the one person in my party who got one liked it.  There was a fish special that looked and apparently tasted delicious. At the end, we each got desserts. 

This is definitely a dessert bar- the portions were huge. I seriously thought they brought me two. I ordered a blondie, and received a large brownie AND a nice portion of ice cream- I was in heaven; just as delicious as it looked. 

Great service, great food, great dessert. All I need. 

On another note, I love that they had several areas, a bar, an area with tables by the window, and two sections with more personal seating, sofas and comfy chairs in the back. Really something for everyone, except for people expecting big burgers...",2012-03-02 01:45:53
OLGQ7alK4VKl3YdQk6UF5g,Michelle,1402,3.78,10,177,F8yozE3NWnImNApHO347gQ,Marrakesh,4.5,"Restaurants, Mediterranean, Moroccan","BusinessAcceptsCreditCards: False, HasTV: False, RestaurantsGoodForGroups: True, RestaurantsAttire: 'casual', GoodForKids: False, RestaurantsPriceRange2: 2, WiFi: u'no', RestaurantsReservations: True, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, BYOBCorkage: 'yes_free', Alcohol: 'full_bar', Caters: False, Corkage: False, NoiseLevel: u'average', BikeParking: True, GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, OutdoorSeating: True, RestaurantsDelivery: None, DogsAllowed: False, Ambience: {'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}, HappyHour: False, RestaurantsTakeOut: True",5.0,"Marrakesh is a total package dining experience. Not only do you get to eat authentic Moroccan cuisine, you get to enjoy a cultural experience as well. 

You may have walked past Marrakesh or the surrounding streets many times without even realizing it was there, like I had prior to this visit. It's nestled on Leithgow Street just a notch off of South Street. Forget South Street or even the rest of Philadelphia for that matter. You are about to step into a different world. To enter you must ring the doorbell on the side door. 

I felt more like I was going to a house, than a restaurant; especially with the shower located in the restroom on the second floor. During my entire visit, I never felt like I was at a restaurant. I felt comfortable and relaxed. Maybe eating with your hands with a towel on your lap has that effect. 

I found my group of fellow Yelpers in a cozy private room.  The room had four tables with booth seating along the outskirts of the room. Ottoman like chairs took up the rest of the space for the rest of us. With such a large group in not the largest of spaces, it got loud.

Our meal started with customary hand-washing and we were even entertained twice with a belly dancer. After placing our order, the food kept flowing. The service was probably the most unobtrusive service I've ever had. As one dish was placed in front of us, another was seamlessly removed. I felt like royalty or at least someone enjoying a nice meal at someone's dinner party. The regular dining formalities I'm used to were thrown out the window, and it was fantastic! 

As I'm sure you're aware, this $25 prix fixe menu has seven courses and you are welcome to BYOB. While it was a ton of food, I walked in the door absolutely starving and walked out not overly stuffed. I believe most people left absolutely full, so maybe the tip is to come in extremely hungry. Here's a little rundown of dining experience:

Course 1: Three-Salad Platter- The eggplant is phenomenal (and messy). Luckily you have some assistance from the pita to eat it. The cucumbers and bell peppers and carrots and cucumber were good, but the eggplant stole the show. 

Course 2: The B'stella- As someone who doesn't normally love sweets but loves cinnamon, carbs and meat, this dish was a winner. This dish was dough filled with chicken, nuts, almonds, egg, peppers and onions. It was really hot at first, but once you cracked open the shell and let it cool down, it was easier to eat. I had some pita saved from the first course, so I found it easy to break off a piece and rest it on the pita while it cooled down. Truly a sweet-savory delight. 

Course 3: Chicken- So here's where the choices began. You can either get chicken with lemon or spicy chicken. My group opted to get the spicy chicken with the cumin sauce on the side. The chicken was melt in your hands and then melt in your mouth good. The spicy sauce had a nice kick without being overly spicy to me. I still had some pita leftover so I did a little dipping with the sauce. 

Course 4: Beef or Lamb- My table got a little creative here and asked for half portions of both the beef and lamb. The beef was served shish kebab style, and to be honest, not my favorite. It was a little well done, and I struggled a little to get it off the stick resulting in a pepper flying into my husband's wine glass. Sauvignon blanc tastes best with a little pepper anyways, right? The lamb was perfect. Even the non-lamb eaters thought it was delicious. It was tender and took on the flavor of the chick peas and onions without having an overwhelming lamb flavor. 

Course 5: Couscous with veggies, chick peas and raisins- This was probably my least favorite dish from the main meal. It was a little blander than other couscous dishes I've tried in the past. I would have been disappointed if this was the only thing I ordered, but everything was a hit thus far in the evening. They did give us spoons at this point, so don't worry about eating the little grains with your hands.

Courses 6 & 7: Dessert- I'm assuming the tea, fruit and pastries count as the sixth and seventh courses. At this point in the evening, my bottle of wine had been consumed and I wasn't counting the dishes, and am making this assumption while referencing the menu. I'm not a tea fan so I passed. The pastries were little crisp triangles that reminded me of baklava. The fruit came out frozen was a little hard to eat. I nibbled on a strawberry and took a banana for the road since the majority of the group passed on the fruit. Perhaps the fruit was customary, but I thought a little unnecessary. If it's part of the traditional meal then no harm, no foul.  

To sum it up, I had delicious food and hours of fun. It's an experience not to be missed in Philadelphia, especially if you go with an adventurous group of friends. While I couldn't imagine going to Marrakesh every Friday night, I can definitely pick a handful of occasions that would be a perfect fit.",2015-07-28 15:31:21
a8lVx7eUfdU9z55ypcCwbQ,John,275,4.0,4,13,fMsfxOQR01YZPRCnqoNuww,Northwest Coffee Roasting Company,3.5,"Food, Coffee & Tea, Cafes, Sandwiches, Restaurants","RestaurantsReservations: False, RestaurantsDelivery: False, RestaurantsGoodForGroups: False, NoiseLevel: 'average', BikeParking: True, RestaurantsAttire: 'casual', OutdoorSeating: True, WiFi: u'free', BusinessAcceptsCreditCards: True, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, RestaurantsTakeOut: True, RestaurantsPriceRange2: 1, Alcohol: 'none', GoodForKids: True, Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, Caters: False, HasTV: True, GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2.0,"There are some days when you are so desperate for a cup of coffee that you will pay a fortune. So imagine my surprise on one of these days when the total for a cup of large coffee landed me less than three bucks in, of all places, Clayton. I had heard some mixed reviews about this small chain and I decided to give it a go since I was in the area. I honestly have tasted better, and the buzz I got didn't last very long for a large. And on top of that, I didn't get the best service during the 2 or 3 minutes I was in the shop. Hmm...",2010-11-23 02:34:24
bYENop4BuQepBjM1-BI3fA,Steven,1562,3.92,13,401,pMdU8zqjrmHn2LQvlF9rxA,Walgreens,3.0,"Cosmetics & Beauty Supply, Photography Stores & Services, Drugstores, Food, Convenience Stores, Beauty & Spas, Shopping","RestaurantsPriceRange2: 2, Caters: False, BusinessAcceptsCreditCards: True, BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, BikeParking: True, ByAppointmentOnly: False, DriveThru: True, RestaurantsTakeOut: True, RestaurantsDelivery: False",4.0,"It's a Walgreens. It's a chain. It's in my hood. Being in my hood, is reason enough to bump them up a star. Actually, the extra star is my Christmas gift to them. Because, their great sales made my budget for ""Secret Santa"" at work go further. I wasn't even looking here and found a perfect gift as I entered and it was 50% off. More gifts, the merrier the recipient. 

I am also a fan of their photo lab. It is so easy to submit pictures via the Walgreens app. Once my photos are ready to pick-up, they'll text me. Then all I have to do is jump in the car and drive up Hampton a couple of blocks. It usually takes less then two hours and the quality is good. 

I don't use the pharmacy, but this is my go-to for over the counter drugs. The prices are good and I've never seen them out of stock for any of the products I use. 

It is a busy Walgreen's as everyone has stated. So have patience when it is time to check-out. Management is quick to open additional registers when a line starts to form. 

Will I return? - I support my hood, even if it is a chain store. 

When: December 13, 2017
Why: Photos and Secret Santa Shopping",2017-12-30 02:17:57
mWamaq-Awy6tf7U4bCtT1A,Kelly,468,3.82,7,60,ngvE1G9IckUO-ljZBFo23w,Mumbai Bistro,4.0,"Indian, Restaurants","RestaurantsReservations: False, OutdoorSeating: False, Ambience: {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, GoodForKids: True, RestaurantsTakeOut: True, Alcohol: u'none', RestaurantsAttire: u'casual', BusinessAcceptsCreditCards: True, RestaurantsDelivery: True, RestaurantsGoodForGroups: False, WiFi: u'no', NoiseLevel: u'quiet', Caters: True, GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, BikeParking: True, HasTV: True, RestaurantsPriceRange2: 1",4.0,"very clean establishment. the service was friendly enough, the food was piping hot, and the roti was delicious! good vegetarian options and they label which of their dishes are safe for vegans, gluten-free, lactose-free, etc.

as said by others, this is basically indian fast food. i would recommend it!",2011-03-20 02:57:12
Xlb-Hxrvkfyadnkmk5hrgw,MJ,467,4.14,6,23,kSQNBSWTLlo-SwR6IcpvHA,El Sol De Tala,3.5,"Restaurants, Mexican","RestaurantsDelivery: False, RestaurantsTakeOut: True, RestaurantsGoodForGroups: True, Alcohol: u'full_bar', GoodForKids: True, BusinessAcceptsCreditCards: True, RestaurantsReservations: True, HasTV: True, RestaurantsAttire: 'casual', OutdoorSeating: False, BikeParking: True, WiFi: u'free', BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, Caters: True, Ambience: {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, RestaurantsPriceRange2: 2, NoiseLevel: u'average'",4.0,I'm sorry El Sol De Tala.  You lost a star.  The guac was not as good this time around.  The service is still outstanding.  Maybe the avocados were not ripe?,2012-03-30 13:22:04
oXHd9HUOGd9Lk_3nUNDYVA,Tom,188,3.64,3,35,kkcQYuF3w5iHnHMf0EnRhQ,Joe's Steaks + Soda Shop,4.5,"Sandwiches, Restaurants, Cheesesteaks","RestaurantsPriceRange2: 1, RestaurantsGoodForGroups: True, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, RestaurantsReservations: False, NoiseLevel: u'average', BikeParking: False, Corkage: True, BusinessAcceptsCreditCards: True, OutdoorSeating: False, RestaurantsTakeOut: True, RestaurantsAttire: 'casual', GoodForKids: True, Alcohol: 'none', BYOBCorkage: 'yes_free', WiFi: u'free', HasTV: True, Caters: True, HappyHour: False, GoodForMeal: {'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, RestaurantsDelivery: True, Ambience: {u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",5.0,"I'm sorry if you're offended and I can see your point, but damn this a good cheesesteak! 

My thoughts are all over the place with the little details I love about this place, so let me try to focus on the sandwich and go from there. The menu is pretty tight with how you can get your steak here. There is no whiz (thank god) and the Pizza steak, Steak Hoagie, etc...where not listed (although they do serve hoagies, so maybe if asked nicely you could get one if that's your thing). Next thing to know is that they don't disguise their meat by chopping it up into fine little bits. This is sliced baby, and it is good. The real stand outs for me were the most amazing roll and the fantastic sauteed onions. Both components are easily the best I've yet to have in my travels around the city and made for a delicious gooey mess by the end of the roll.

The place itself has a great vibe. It is tiny and I can imagine fills up during those prime times. Its 5 cozy booths with individual jukeboxes surround a little soda fountain! The place was staffed today with 4 (including the cook) twenty-something girls who rocked the place. They were having fun and totally added to the uniqueness of the place.

Steve's Prince of Steaks has been my favorite for a while, but Chink's has taken over thanks to the equally as good cheesesteak and the better than average atmosphere.",2009-03-03 22:06:50
4kKngcDGjuzo18pxx5jHog,Amanda,409,3.85,7,41,PsnjyN3llgp3BTUA2MYGuA,Museum of Contemporary Art,3.5,"Museums, Art Museums, Arts & Entertainment",GoodForKids: True,3.0,"This is a decent location. Good sized space. 

Went for a special event on a Saturday. 

Overall enjoyed the event, the art - ehh. I am usually amenable to contemporary art, but I wasn't feeling this exhibit I saw. And it seemed to be the same artist throughout. Was hoping for some diversity. Maybe I missed it? 

It has potential...",2011-07-29 15:30:02
a9A8IDpWG3ulDULfsuEpKw,Jared,82,3.54,0,0,fsFZQ2ZbTutgUlnWPhTU6A,J's Seafood Dock,4.0,"Restaurants, Cajun/Creole, Seafood","Caters: False, RestaurantsPriceRange2: 2, OutdoorSeating: True, RestaurantsDelivery: False, WiFi: u'no', GoodForKids: True, Alcohol: u'none', RestaurantsAttire: u'casual', RestaurantsReservations: False, RestaurantsGoodForGroups: True, NoiseLevel: 'loud', BusinessAcceptsCreditCards: True, RestaurantsTableService: False, GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': False}, BikeParking: True, RestaurantsTakeOut: True, Ambience: {'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}, DogsAllowed: True, HappyHour: False, HasTV: True, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",4.0,"Got the charbroiled oysters. They were great. Little heavy on the garlic. Took a while, but I was made aware there would be a wait.",2012-04-30 02:49:57
CCVZmgt88ma5zsiHNWlMEQ,Eddie,493,3.78,10,49,o05ngJ6BY1rztemFazViBw,The Mona Lisa Lounge,5.0,"Bars, Nightlife","RestaurantsPriceRange2: 1, HasTV: True, Smoking: u'yes', BusinessAcceptsCreditCards: True, ByAppointmentOnly: False, CoatCheck: False, RestaurantsGoodForGroups: True, OutdoorSeating: True, RestaurantsReservations: False, GoodForDancing: True, Alcohol: 'full_bar', BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, BYOB: True, Corkage: False, WheelchairAccessible: True, Music: {'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': None}, HappyHour: True, BikeParking: True, NoiseLevel: u'average', Ambience: {'touristy': False, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}, WiFi: 'no', RestaurantsTakeOut: None, RestaurantsDelivery: None",3.0,"A hidden gem in Westwego.  It's location is either strange or so obvious I'm jealous. It's right behind the famous shrimp lot.  A quaint simple looking house on the outside with a dash of dive.   

In the inside shares a feature that most dives have. Drop ceilings.  ;). Right on.   Though these guys have the fancier 7' version.  

In a nutshell this place is pretty cool.  The bartender, I shamefully forgot her name, is super friendly and fantastic.  

The atmosphere is that of any place near fishing camps or docks, mixed company but always fun.  Meaning super drunk old men and super drunk young guys. Well heeled tourist and the local handicapped fella.  All a recipe for fun.  
The AC works big time, also makes it pretty cool. 
Bottle beer selection is a little thin, other than the main three there is Corona and $1.25 Rolling Rock.  Good prices here, a round of three beers goes for $7.  If you buy everyone  in the bar Rolling Rock you'll only be out  $10. Look like a hero ;)

There is karaoke and bands on some nights.  Pool tables and a pile of old juke boxes and broken games in the corner. 
If your in the area, definitely stop in and get a seat at the bar. Nice super comfy retired Harrahs chairs ;)
Also if the bar across the street , Swamp Room is too loud, this is a very good alternative.   Or if this place is too quiet..you can go across the street.",2013-06-24 17:40:44
